order_id,product_id,price,quantity,channel,revenue,persona,income_bracket,trend_affinity,state,city_tier,occasion,category,claims,pack_size
ORD007323,P071,12.42,1,Gym Kiosk,12.42,budget,High,gut-health,Texas,Tier 2,gym,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD006636,P109,11.06,2,App,22.12,premium,Low,low-sugar,Washington,Unknown,gym,supplement,"low-sugar, keto-friendly, diabetic-friendly, nut-free",Single
ORD018156,P150,16.49,1,Retail,16.49,casual,Medium,protein,Colorado,Tier 1,late-night,meal replacement,"halal, low-sugar",Single
ORD047131,P130,49.22,2,Marketplace,98.44,fitness,Medium,low-sugar,New York,Tier 2,marathon-prep,meal replacement,vegan,4-Pack
ORD012246,P061,41.53,1,Website,41.53,fitness,Low,gut-health,California,Tier 1,late-night,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD038268,P078,17.24,184,Website,3172.16,fitness,Medium,plant-based,Washington,Tier 1,late-night,,"halal, vegan, keto-friendly, clean-label",Single
ORD019134,P053,14.45,1,App,14.45,fitness,High,low-sugar,Calfornia,Tier 2,festive,healthy snack,vegan,Single
ORD036671,P097,23.52,2,App,47.04,budget,Low,gut-health,Colorado,Tier 1,late-night,protein bar,"vegan, kosher, plant-based, jain-friendly",Single
ORD044355,P011,11.48,3,Retail,34.44,budget,Medium,gut-health,Illinois,Tier 2,gym,proten shake,"kosher, jain-friendly, plant-based",Single
ORD002053,P077,78.71,5,Retail,393.54999999999995,fitness,Medium,protein,New York,Tier 3,road-trip,protein bar,diabetic-friendly,12-Pack
ORD022641,P102,19.13,2,Retail,38.26,fitness,High,gut-health,Georgia,Tier 2,gym,healthy snack,"plant-based, kosher, vegan",4-Pack
ORD035746,P004,28.77,1,Marketplace,28.77,unknown,High,protein,Texas,Tier 2,daily snack,healthy snack,vegan,4-Pack
ORD008624,P083,37.07,2,Marketplace,74.14,casual,Medium,clean-label,Texas,Tier 1,daily snack,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD019856,P137,5.24,3,Retail,15.72,casual,High,plant-based,New York,Tier 2,marathon-prep,protein shake,kosher,Single
ORD012942,P135,11.53,3,Retail,34.589999999999996,premium,Medium,plant-based,Illinois,Tier 1,late-night,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD008769,P034,11.4,1,Marketplace,11.4,budget,Medium,plant-based,Texas,Tier 2,daily snack,proten shake,nut-free,Single
ORD003952,P036,24.75,3,Gym Kiosk,74.25,premium,Medium,gut-health,Calfornia,Tier 3,road-trip,protein bar,high-protein,4-Pack
ORD046563,P043,18.09,4,Retail,72.36,premium,Medium,protein,California,Tier 1,festive,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD015387,P010,17.26,2,Gym Kiosk,34.52,fitness,Low,clean-label,NY,Tier 3,daily snack,healthy snack,"clean-label, vegan, nut-free, kosher",Single
ORD012904,P150,12.52,2,Website,25.04,premium,Low,low-sugar,Colorado,Tier 3,daily snack,meal replacement,"halal, low-sugar",Single
ORD020213,P024,10.69,1,Website,10.69,fitness,Low,gut-health,Colorado,Tier 2,road-trip,supplement,"gluten-free, kosher",Single
ORD043611,P035,17.41,1,Marketplace,17.41,premium,Medium,low-sugar,Calfornia,Tier 1,late-night,proten shake,"clean-label, vegan, keto-friendly, jain-friendly",Single
ORD003444,P112,8.56,1,Website,8.56,casual,Low,clean-label,Calfornia,Tier 3,on-the-go,electrolyte drink,nut-free,Single
ORD011546,P068,18.58,3,Gym Kiosk,55.739999999999995,budget,Medium,low-sugar,New York,Tier 1,festive,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD016303,P002,7.99,3,App,23.97,casual,Medium,plant-based,Georgia,Tier 1,late-night,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD046477,P129,14.51,3,Retail,43.53,fitness,High,protein,Washington,Tier 2,late-night,electrolyte drink,low-sugar,Single
ORD033272,P131,140.5,2,Retail,281.0,fitness,Medium,clean-label,Illinois,Tier 1,late-night,proten shake,"high-protein, low-sugar, nut-free",12-Pack
ORD049800,P011,14.16,1,Website,14.16,casual,Low,protein,New York,Tier 2,marathon-prep,proten shake,"kosher, jain-friendly, plant-based",Single
ORD046958,P142,52.49,4,Marketplace,209.96,premium,Low,clean-label,Georgia,Tier 3,late-night,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD022459,P070,11.03,2,Website,22.06,casual,Medium,protein,New York,Tier 1,late-night,protein bar,"high-protein, vegan",Single
ORD002177,P083,30.21,1,App,30.21,fitness,Medium,low-sugar,Texas,Tier 1,late-night,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD036768,P108,62.28,5,App,311.4,budget,Medium,plant-based,California,Tier 3,festive,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD032840,P082,8.0,2,App,16.0,fitness,Low,protein,Colorado,Tier 3,daily snack,protein bar,nut-free,Single
ORD024597,P007,154.77,2,Gym Kiosk,309.54,premium,High,low-sugar,Colorado,Tier 1,late-night,supplement,"keto-friendly, plant-based",12-Pack
ORD016770,P119,10.3,3,Website,30.900000000000002,premium,Medium,gut-health,Illinois,Tier 3,late-night,protein bar,"high-protein, low-sugar",Single
ORD028299,P135,11.53,1,Gym Kiosk,11.53,casual,High,plant-based,Florida,Unknown,festive,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD004157,P087,6.97,2,Website,13.94,unknown,Medium,low-sugar,California,Tier 1,on-the-go,proten shake,"high-protein, gluten-free, halal",Single
ORD012533,P106,11.99,2,Marketplace,23.98,premium,Medium,protein,California,Tier 2,gym,meal replacement,"halal, jain-friendly",Single
ORD023980,P006,6.0,3,Gym Kiosk,18.0,casual,Medium,clean-label,Calfornia,Tier 1,late-night,protein shake,"gluten-free, halal, kosher",Single
ORD027429,P077,115.3,2,Gym Kiosk,230.6,premium,Medium,plant-based,Florida,Tier 1,religious-fasting,protein bar,diabetic-friendly,12-Pack
ORD003067,P028,13.19,5,Website,65.95,fitness,Medium,plant-based,Texas,Tier 1,festive,protein shake,"kosher, plant-based, clean-label, gluten-free",Single
ORD028076,P111,4.91,6,Gym Kiosk,29.46,fitness,Medium,protein,Florida,Tier 1,late-night,proten shake,"jain-friendly, diabetic-friendly",Single
ORD039528,P066,18.67,1,App,18.67,casual,Low,plant-based,Calfornia,Tier 1,late-night,protein bar,"nut-free, gluten-free, kosher",Single
ORD036441,P090,31.78,3,Website,95.34,budget,High,gut-health,Illinois,Tier 3,religious-fasting,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD044177,P010,20.13,2,Marketplace,40.26,budget,Medium,low-sugar,NY,Tier 2,religious-fasting,healthy snack,"clean-label, vegan, nut-free, kosher",Single
ORD027771,P030,8.26,3,Gym Kiosk,24.78,fitness,Medium,gut-health,Florida,Tier 2,marathon-prep,electrolyte drink,"gluten-free, kosher",Single
ORD029394,P002,9.98,2,Website,19.96,casual,Low,low-sugar,Illinois,Tier 1,road-trip,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD012951,P040,8.7,3,App,26.099999999999998,fitness,High,low-sugar,New York,Tier 2,religious-fasting,supplement,"high-protein, jain-friendly, nut-free",Single
ORD026406,P033,19.53,2,Website,39.06,budget,Medium,plant-based,Colorado,Tier 1,late-night,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD033670,P143,12.72,1,Gym Kiosk,12.72,premium,High,plant-based,Washington,Tier 3,daily snack,protein bar,"nut-free, kosher, keto-friendly",Single
ORD015024,P046,14.07,1,Marketplace,14.07,premium,High,protein,Washington,Tier 1,road-trip,supplement,"gluten-free, clean-label",Single
ORD026080,P142,74.42,1,Marketplace,74.42,casual,Medium,plant-based,Illinois,Tier 2,religious-fasting,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD033970,P032,9.04,1,Retail,9.04,casual,Medium,gut-health,NY,Tier 2,festive,protein bar,gluten-free,Single
ORD016563,P030,7.14,1,App,7.14,budget,Low,low-sugar,Colorado,Tier 2,late-night,electrolyte drink,"gluten-free, kosher",Single
ORD045462,P125,52.25,1,Website,52.25,casual,Medium,plant-based,California,Tier 2,road-trip,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD022950,P059,9.59,3,Marketplace,28.77,premium,Low,low-sugar,California,Tier 3,on-the-go,protein shake,"gluten-free, kosher, low-sugar",Single
ORD038531,P108,65.11,3,Marketplace,195.32999999999998,fitness,Medium,low-sugar,NY,Tier 3,gym,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD003974,P126,7.77,3,App,23.31,premium,Low,gut-health,Georgia,Tier 2,festive,meal replacement,"nut-free, low-sugar",Single
ORD002353,P019,112.04,2,Marketplace,224.08,casual,Low,clean-label,Washington,Tier 1,late-night,meal replacement,"vegan, halal, high-protein",12-Pack
ORD018319,P101,11.97,1,Marketplace,11.97,budget,Medium,gut-health,Washington,Tier 3,road-trip,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD027581,P047,10.03,3,Retail,30.089999999999996,casual,Medium,protein,Florida,Tier 1,religious-fasting,meal replacement,low-sugar,Single
ORD015648,P114,13.37,5,Marketplace,66.85,casual,Low,clean-label,Georgia,Tier 1,gym,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD025439,P069,8.5,6,Gym Kiosk,51.0,fitness,High,clean-label,Georgia,Tier 1,late-night,meal replacement,plant-based,Single
ORD029167,P107,9.93,1,Retail,9.93,fitness,Medium,gut-health,NY,Tier 2,festive,electrolyte drink,plant-based,Single
ORD049873,P104,65.5,2,Website,131.0,budget,Medium,protein,New York,Unknown,daily snack,protein bar,"kosher, jain-friendly, low-sugar, diabetic-friendly",12-Pack
ORD025505,P147,8.33,1,Gym Kiosk,8.33,casual,Medium,protein,Washington,Tier 1,late-night,proten shake,"jain-friendly, diabetic-friendly",Single
ORD032087,P068,18.58,3,Website,55.739999999999995,premium,High,plant-based,Georgia,Tier 3,marathon-prep,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD048643,P011,18.23,1,Marketplace,18.23,fitness,Medium,plant-based,NY,Tier 1,late-night,proten shake,"kosher, jain-friendly, plant-based",Single
ORD006819,P067,9.05,2,Retail,18.1,premium,High,clean-label,Georgia,Unknown,gym,supplement,halal,Single
ORD027826,P058,772.0,2,Marketplace,1544.0,casual,High,low-sugar,NY,Unknown,religious-fasting,protein bar,"vegan, diabetic-friendly, kosher",Single
ORD017693,P106,9.72,2,Retail,19.44,casual,Medium,clean-label,Colorado,Tier 1,on-the-go,meal replacement,"halal, jain-friendly",Single
ORD004199,P101,15.58,1,Website,15.58,casual,Low,low-sugar,Washington,Unknown,road-trip,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD028662,P136,25.58,1,Gym Kiosk,25.58,casual,Medium,protein,California,Tier 3,religious-fasting,electrolyte drink,"high-protein, nut-free",4-Pack
ORD012930,P130,51.14,1,Gym Kiosk,51.14,premium,High,plant-based,New York,Tier 1,festive,meal replacement,vegan,4-Pack
ORD019332,P116,13.29,1,Retail,13.29,unknown,Medium,low-sugar,Illinois,Tier 2,religious-fasting,protein shake,"plant-based, gluten-free",Single
ORD044252,P105,162.6,1,Gym Kiosk,162.6,premium,High,protein,Colorado,Tier 2,festive,meal replacement,"gluten-free, halal",12-Pack
ORD031158,P090,39.11,2,Gym Kiosk,78.22,budget,Low,gut-health,Calfornia,Tier 2,marathon-prep,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD015320,P125,53.61,1,Website,53.61,unknown,Low,low-sugar,NY,Tier 2,late-night,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD046105,P123,7.69,2,Gym Kiosk,15.38,budget,Low,low-sugar,NY,Tier 1,on-the-go,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD006030,P108,88.1,1,Marketplace,88.1,budget,High,protein,Illinois,Tier 2,late-night,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD047907,P025,60.24,2,App,120.48,fitness,Medium,plant-based,California,Tier 1,on-the-go,meal replacement,"keto-friendly, vegan, low-sugar, diabetic-friendly",4-Pack
ORD029960,P040,9.64,2,Website,19.28,premium,High,protein,New York,Tier 1,late-night,supplement,"high-protein, jain-friendly, nut-free",Single
ORD040680,P054,69.95,2,Gym Kiosk,139.9,fitness,Medium,gut-health,California,Tier 2,late-night,supplement,"clean-label, jain-friendly, halal, vegan",12-Pack
ORD006421,P142,60.86,6,Gym Kiosk,365.15999999999997,casual,Low,low-sugar,Florida,Tier 3,gym,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD006487,P050,24.43,1,App,24.43,budget,Low,clean-label,Colorado,Tier 1,late-night,healthy snack,"diabetic-friendly, gluten-free, kosher, high-protein",4-Pack
ORD025845,P137,6.68,2,Marketplace,13.36,fitness,High,plant-based,Illinois,Tier 3,late-night,protein shake,kosher,Single
ORD007389,P037,42.38,2,App,84.76,premium,Medium,clean-label,Washington,Tier 3,festive,supplement,"halal, keto-friendly, low-sugar",4-Pack
ORD001502,P106,9.72,2,App,19.44,budget,Medium,plant-based,Georgia,Tier 2,road-trip,meal replacement,"halal, jain-friendly",Single
ORD017153,P053,13.86,2,App,27.72,premium,Low,protein,New York,Tier 1,religious-fasting,healthy snack,vegan,Single
ORD038944,P142,63.0,1,Retail,63.0,fitness,Medium,plant-based,New York,Tier 1,festive,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD010319,P073,12.02,1,Website,12.02,budget,Low,clean-label,Calfornia,Tier 3,road-trip,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD028065,P095,10.88,2,App,21.76,budget,Medium,clean-label,Calfornia,Tier 2,gym,protein bar,halal,Single
ORD010286,P103,20.0,3,Retail,60.0,premium,Medium,protein,NY,Unknown,road-trip,protein shake,diabetic-friendly,4-Pack
ORD020516,P037,42.38,2,Gym Kiosk,84.76,fitness,Medium,plant-based,Georgia,Tier 1,on-the-go,supplement,"halal, keto-friendly, low-sugar",4-Pack
ORD035872,P078,20.87,2,Gym Kiosk,41.74,casual,Medium,low-sugar,Illinois,Tier 2,on-the-go,,"halal, vegan, keto-friendly, clean-label",Single
ORD036823,P032,9.04,1,Gym Kiosk,9.04,fitness,Medium,clean-label,Colorado,Tier 2,late-night,protein bar,gluten-free,Single
ORD016137,P053,11.29,3,App,33.87,budget,Low,gut-health,Illinois,Tier 1,late-night,healthy snack,vegan,Single
ORD015922,P033,19.53,2,Gym Kiosk,39.06,fitness,Low,gut-health,Florida,Tier 1,festive,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD046181,P011,13.87,2,Gym Kiosk,27.74,fitness,Medium,protein,Calfornia,Unknown,daily snack,proten shake,"kosher, jain-friendly, plant-based",Single
ORD043036,P036,24.75,3,Retail,74.25,budget,Medium,protein,NY,Tier 2,on-the-go,protein bar,high-protein,4-Pack
ORD019543,P126,7.77,2,App,15.54,casual,Medium,protein,Washington,Tier 3,festive,meal replacement,"nut-free, low-sugar",Single
ORD018934,P076,20.92,2,App,41.84,fitness,High,plant-based,Colorado,Tier 2,road-trip,meal replacement,"kosher, gluten-free, plant-based",Single
ORD028025,P098,12.06,1,Retail,12.06,fitness,Medium,protein,Florida,Tier 3,road-trip,supplement,"kosher, nut-free",Single
ORD009882,P027,53.13,3,Retail,159.39000000000001,fitness,Low,plant-based,California,Tier 3,gym,protein shake,vegan,12-Pack
ORD040189,P123,8.9,2,Marketplace,17.8,fitness,Medium,gut-health,New York,Tier 1,late-night,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD009210,P063,146.6,2,Retail,293.2,premium,Medium,clean-label,Florida,Tier 1,late-night,protein bar,"low-sugar, keto-friendly, jain-friendly",12-Pack
ORD021165,P036,24.75,2,Retail,49.5,budget,High,low-sugar,Florida,Tier 2,religious-fasting,protein bar,high-protein,4-Pack
ORD032094,P102,26.96,1,Retail,26.96,budget,High,plant-based,Washington,Unknown,on-the-go,healthy snack,"plant-based, kosher, vegan",4-Pack
ORD040561,P036,19.65,3,Marketplace,58.949999999999996,fitness,Low,clean-label,Calfornia,Unknown,festive,protein bar,high-protein,4-Pack
ORD016560,P133,45.89,6,Website,275.34000000000003,premium,Medium,low-sugar,Illinois,Unknown,late-night,protein bar,"diabetic-friendly, vegan, clean-label, gluten-free",4-Pack
ORD044737,P052,9.84,2,Website,19.68,casual,Medium,low-sugar,Calfornia,Tier 2,road-trip,healthy snack,"plant-based, low-sugar, kosher",Single
ORD002626,P150,12.52,3,Gym Kiosk,37.56,premium,Medium,protein,Washington,Tier 3,festive,meal replacement,"halal, low-sugar",Single
ORD038255,P052,10.08,2,Retail,20.16,budget,Medium,protein,California,Tier 3,festive,healthy snack,"plant-based, low-sugar, kosher",Single
ORD004806,P096,30.88,3,App,92.64,budget,High,gut-health,Washington,Tier 1,marathon-prep,electrolyte drink,high-protein,4-Pack
ORD001444,P112,11.17,2,App,22.34,casual,Medium,gut-health,Texas,Unknown,marathon-prep,electrolyte drink,nut-free,Single
ORD011221,P091,23.04,1,Retail,23.04,premium,Low,clean-label,California,Tier 2,marathon-prep,healthy snack,clean-label,Single
ORD012147,P122,23.31,2,Marketplace,46.62,fitness,High,protein,New York,Unknown,late-night,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD037251,P069,8.49,6,Retail,50.94,fitness,Medium,clean-label,Georgia,Tier 1,late-night,meal replacement,plant-based,Single
ORD002447,P041,8.0,2,Retail,16.0,budget,Low,protein,Washington,Tier 1,daily snack,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD037398,P121,62.23,1,Marketplace,62.23,casual,High,plant-based,NY,Tier 3,on-the-go,proten shake,"kosher, jain-friendly, gluten-free, high-protein",4-Pack
ORD017992,P045,14.03,1,Marketplace,14.03,fitness,High,low-sugar,California,Tier 3,daily snack,healthy snack,"plant-based, kosher, low-sugar",Single
ORD006611,P056,12.75,2,Marketplace,25.5,casual,Medium,plant-based,Texas,Tier 3,road-trip,proten shake,"vegan, diabetic-friendly, jain-friendly",Single
ORD049469,P097,15.44,1,Marketplace,15.44,casual,Low,protein,Washington,Tier 2,gym,protein bar,"vegan, kosher, plant-based, jain-friendly",Single
ORD036495,P084,1450.0,1,Marketplace,1450.0,premium,Medium,plant-based,Texas,Tier 1,late-night,supplement,"halal, clean-label",Single
ORD004910,P142,63.0,3,Gym Kiosk,189.0,casual,Medium,gut-health,Colorado,Tier 1,marathon-prep,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD026754,P102,18.76,6,Retail,112.56,premium,Medium,clean-label,Georgia,Tier 3,gym,healthy snack,"plant-based, kosher, vegan",4-Pack
ORD049599,P091,23.04,2,App,46.08,budget,Medium,plant-based,New York,Tier 1,road-trip,healthy snack,clean-label,Single
ORD035624,P010,14.77,2,Marketplace,29.54,casual,Low,gut-health,NY,Tier 2,festive,healthy snack,"clean-label, vegan, nut-free, kosher",Single
ORD047575,P096,2751.0,1,Marketplace,2751.0,fitness,Medium,protein,Florida,Tier 1,daily snack,electrolyte drink,high-protein,4-Pack
ORD007248,P096,27.51,3,Gym Kiosk,82.53,premium,Low,plant-based,Calfornia,Tier 1,road-trip,electrolyte drink,high-protein,4-Pack
ORD031387,P005,11.64,1,Retail,11.64,budget,Medium,low-sugar,New York,Tier 1,late-night,meal replacement,"halal, low-sugar, vegan",Single
ORD047137,P113,5519.0,3,Retail,16557.0,fitness,Medium,plant-based,New York,Unknown,gym,meal replacement,vegan,4-Pack
ORD005500,P093,13.47,2,App,26.94,fitness,Medium,plant-based,Texas,Tier 2,gym,protein bar,halal,Single
ORD022937,P082,10.2,2,Website,20.4,fitness,Medium,protein,California,Tier 1,religious-fasting,protein bar,nut-free,Single
ORD007366,P055,144.63,2,Retail,289.26,fitness,Medium,low-sugar,California,Tier 2,late-night,,"low-sugar, clean-label",12-Pack
ORD013252,P009,18.45,3,Website,55.349999999999994,budget,Medium,protein,Calfornia,Tier 1,daily snack,electrolyte drink,clean-label,Single
ORD000678,P041,8.65,1,App,8.65,casual,Medium,gut-health,California,Tier 2,on-the-go,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD010667,P124,10.41,1,Gym Kiosk,10.41,premium,Medium,protein,Illinois,Tier 1,late-night,meal replacement,kosher,Single
ORD004610,P085,49.76,1,Marketplace,49.76,premium,Low,protein,Florida,Tier 1,late-night,protein bar,kosher,4-Pack
ORD002632,P142,47.3,6,Gym Kiosk,283.79999999999995,budget,High,protein,NY,Tier 3,daily snack,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD041892,P043,27.48,1,Marketplace,27.48,fitness,Medium,gut-health,New York,Tier 1,late-night,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD026757,P117,16.38,2,Marketplace,32.76,casual,High,low-sugar,Texas,Tier 3,marathon-prep,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD045780,P089,5.62,3,Gym Kiosk,16.86,casual,Low,low-sugar,Florida,Tier 2,religious-fasting,electrolyte drink,"gluten-free, plant-based",Single
ORD045480,P116,15.65,2,Retail,31.3,fitness,High,plant-based,New York,Tier 2,festive,protein shake,"plant-based, gluten-free",Single
ORD016543,P148,25.52,1,Website,25.52,casual,Low,protein,California,Unknown,late-night,protein bar,"jain-friendly, halal, clean-label, diabetic-friendly",Single
ORD002374,P004,29.0,3,Website,87.0,fitness,Medium,low-sugar,Georgia,Tier 1,late-night,healthy snack,vegan,4-Pack
ORD049527,P082,7.92,2,Marketplace,15.84,fitness,Low,plant-based,Colorado,Tier 3,religious-fasting,protein bar,nut-free,Single
ORD035800,P148,18.85,2,Website,37.7,premium,High,gut-health,Washington,Unknown,festive,protein bar,"jain-friendly, halal, clean-label, diabetic-friendly",Single
ORD041901,P134,18.21,2,Website,36.42,unknown,Medium,gut-health,New York,Tier 1,road-trip,protein bar,"clean-label, high-protein, nut-free",Single
ORD012822,P069,10.37,3,Website,31.11,fitness,Medium,protein,Washington,Tier 3,on-the-go,meal replacement,plant-based,Single
ORD022058,P045,10.13,3,Website,30.39,premium,Medium,gut-health,Georgia,Tier 1,festive,healthy snack,"plant-based, kosher, low-sugar",Single
ORD019779,P093,13.47,1,Marketplace,13.47,fitness,Medium,low-sugar,California,Tier 1,late-night,protein bar,halal,Single
ORD015982,P063,146.6,1,Website,146.6,premium,High,gut-health,Calfornia,Tier 1,on-the-go,protein bar,"low-sugar, keto-friendly, jain-friendly",12-Pack
ORD037728,P041,5.82,1,Retail,5.82,fitness,Low,plant-based,Colorado,Tier 2,daily snack,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD015843,P014,32.55,1,Retail,32.55,budget,Medium,low-sugar,Florida,Tier 3,religious-fasting,protein shake,"keto-friendly, gluten-free",4-Pack
ORD025144,P137,5.24,1,Website,5.24,budget,Medium,plant-based,New York,Tier 1,marathon-prep,protein shake,kosher,Single
ORD011162,P018,12.29,2,Gym Kiosk,24.58,fitness,Medium,gut-health,Colorado,Tier 1,late-night,protein bar,diabetic-friendly,Single
ORD014867,P022,26.3,2,Retail,52.6,casual,Low,low-sugar,NY,Tier 2,late-night,protein bar,"gluten-free, vegan, clean-label, keto-friendly",Single
ORD007681,P076,8.84,5,Marketplace,44.2,casual,Low,clean-label,Illinois,Tier 3,marathon-prep,meal replacement,"kosher, gluten-free, plant-based",Single
ORD049014,P131,140.5,1,Website,140.5,fitness,Medium,protein,New York,Tier 1,marathon-prep,proten shake,"high-protein, low-sugar, nut-free",12-Pack
ORD029419,P129,14.51,1,Website,14.51,premium,Medium,gut-health,Texas,Tier 1,late-night,electrolyte drink,low-sugar,Single
ORD015110,P116,9.36,3,Marketplace,28.08,budget,Low,low-sugar,Texas,Tier 2,marathon-prep,protein shake,"plant-based, gluten-free",Single
ORD019302,P147,7.17,1,Website,7.17,casual,Medium,protein,Colorado,Tier 1,late-night,proten shake,"jain-friendly, diabetic-friendly",Single
ORD021676,P103,27.16,1,Gym Kiosk,27.16,budget,Medium,protein,NY,Tier 3,festive,protein shake,diabetic-friendly,4-Pack
ORD012464,P130,48.9,1,Website,48.9,unknown,Medium,protein,California,Tier 2,daily snack,meal replacement,vegan,4-Pack
ORD025291,P036,24.75,1,Marketplace,24.75,fitness,Medium,plant-based,NY,Tier 2,daily snack,protein bar,high-protein,4-Pack
ORD012680,P084,16.76,1,Marketplace,16.76,casual,Medium,plant-based,Texas,Tier 3,on-the-go,supplement,"halal, clean-label",Single
ORD023861,P090,31.78,1,Website,31.78,budget,High,gut-health,Illinois,Tier 1,late-night,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD027836,P037,42.38,1,Website,42.38,budget,Low,low-sugar,New York,Tier 1,gym,supplement,"halal, keto-friendly, low-sugar",4-Pack
ORD034947,P122,23.31,215,Retail,5011.65,casual,Medium,gut-health,Calfornia,Tier 3,marathon-prep,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD023041,P140,11.5,6,Marketplace,69.0,budget,Low,low-sugar,Washington,Tier 3,festive,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD000554,P016,17.95,2,Website,35.9,premium,Low,clean-label,Illinois,Tier 3,religious-fasting,protein shake,nut-free,Single
ORD049967,P050,31.94,2,App,63.88,fitness,Medium,plant-based,NY,Tier 1,gym,healthy snack,"diabetic-friendly, gluten-free, kosher, high-protein",4-Pack
ORD019413,P089,4.74,5,Marketplace,23.700000000000003,budget,Medium,clean-label,Texas,Tier 3,late-night,electrolyte drink,"gluten-free, plant-based",Single
ORD016841,P122,30.91,2,Gym Kiosk,61.82,premium,Medium,low-sugar,Illinois,Unknown,marathon-prep,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD035793,P041,6.94,3,Gym Kiosk,20.82,premium,Low,clean-label,Washington,Tier 2,road-trip,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD032036,P026,23.75,2,App,47.5,casual,Low,plant-based,Georgia,Tier 3,daily snack,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD039481,P145,5.51,1,Marketplace,5.51,casual,Low,low-sugar,NY,Tier 2,late-night,healthy snack,"gluten-free, jain-friendly, plant-based",Single
ORD035864,P103,20.48,6,Website,122.88,budget,High,protein,Calfornia,Tier 3,on-the-go,protein shake,diabetic-friendly,4-Pack
ORD021216,P073,12.02,1,Marketplace,12.02,budget,High,clean-label,New York,Tier 3,road-trip,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD030978,P101,11.97,1,Retail,11.97,premium,Medium,gut-health,Washington,Tier 3,festive,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD049312,P071,12.58,3,Retail,37.74,budget,Medium,gut-health,Washington,Tier 1,late-night,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD021410,P079,25.02,1,Website,25.02,fitness,High,plant-based,New York,Unknown,religious-fasting,meal replacement,"plant-based, clean-label, halal",Single
ORD021531,P144,53.79,2,Gym Kiosk,107.58,fitness,Medium,clean-label,Florida,Unknown,late-night,meal replacement,"halal, diabetic-friendly, low-sugar",4-Pack
ORD036923,P141,49.88,1,Website,49.88,casual,Medium,clean-label,Florida,Tier 2,religious-fasting,healthy snack,"gluten-free, kosher, diabetic-friendly",4-Pack
ORD025349,P007,114.07,2,Marketplace,228.14,premium,Low,clean-label,Colorado,Tier 1,late-night,supplement,"keto-friendly, plant-based",12-Pack
ORD048305,P095,11.4,1,Retail,11.4,budget,Low,low-sugar,Washington,Tier 3,festive,protein bar,halal,Single
